Kategori,Subkategori,Deskripsi
Jaringan,Jaringan: kegagalan alat pemantauan,Pengguna melaporkan bahwa Jaringan: kegagalan alat pemantauan muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: kegagalan autentikasi,Tiket dibuat karena Jaringan: kegagalan autentikasi terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: kegagalan bridge,Kendala Jaringan: kegagalan bridge terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: kegagalan hub,Permintaan dukungan dibuat setelah Jaringan: kegagalan hub menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: kegagalan repeater,"Saat perangkat tersambung, muncul Jaringan: kegagalan repeater sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: kegagalan tunnel GRE,"Selama bekerja, pengguna menemui Jaringan: kegagalan tunnel GRE dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: kegagalan tunnel IPsec,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: kegagalan tunnel IPsec dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: kemacetan jaringan,Pengguna mengalami Jaringan: kemacetan jaringan; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: kesalahan dual-stack,Pengguna melaporkan Jaringan: kesalahan dual-stack; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: kesalahan pengalamatan IP,Pengguna mengalami gangguan berupa Jaringan: kesalahan pengalamatan IP; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: kesalahan rute statis,Pengguna melaporkan bahwa Jaringan: kesalahan rute statis muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: kesalahan segmentasi,Tiket dibuat karena Jaringan: kesalahan segmentasi terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: kesalahan split horizon,Kendala Jaringan: kesalahan split horizon terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: kesalahan subnet mask,Permintaan dukungan dibuat setelah Jaringan: kesalahan subnet mask menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: kesalahan tunneling,"Saat perangkat tersambung, muncul Jaringan: kesalahan tunneling sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: ketidaksesuaian MTU,"Selama bekerja, pengguna menemui Jaringan: ketidaksesuaian MTU dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: ketidaksesuaian duplex,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: ketidaksesuaian duplex dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: lalu lintas salah rute,Pengguna mengalami Jaringan: lalu lintas salah rute; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: loop terdeteksi,Pengguna melaporkan Jaringan: loop terdeteksi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: packet sniffing terdeteksi,Pengguna mengalami gangguan berupa Jaringan: packet sniffing terdeteksi; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: pelanggaran kebijakan,Pengguna melaporkan bahwa Jaringan: pelanggaran kebijakan muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: pelanggaran kepatuhan,Tiket dibuat karena Jaringan: pelanggaran kepatuhan terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: pemindaian port terdeteksi,Kendala Jaringan: pemindaian port terdeteksi terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: perangkat tidak sah terdeteksi,Permintaan dukungan dibuat setelah Jaringan: perangkat tidak sah terdeteksi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Jaringan: percobaan spoofing,"Saat perangkat tersambung, muncul Jaringan: percobaan spoofing sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Jaringan: pergeseran konfigurasi,"Selama bekerja, pengguna menemui Jaringan: pergeseran konfigurasi dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Jaringan: peringatan IDS,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Jaringan: peringatan IDS dan proses tidak dapat diselesaikan."
Jaringan,Jaringan: peringatan IPS,Pengguna mengalami Jaringan: peringatan IPS; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Jaringan: routing asimetris,Pengguna melaporkan Jaringan: routing asimetris; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Jaringan: server DHCP tidak aktif,Pengguna mengalami gangguan berupa Jaringan: server DHCP tidak aktif; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Jaringan: server DNS tidak aktif,Pengguna melaporkan bahwa Jaringan: server DNS tidak aktif muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Jaringan: server NTP tidak dapat dijangkau,Tiket dibuat karena Jaringan: server NTP tidak dapat dijangkau terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Jaringan: server syslog tidak aktif,Kendala Jaringan: server syslog tidak aktif terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Jaringan: tabrakan jaringan terdeteksi,Permintaan dukungan dibuat setelah Jaringan: tabrakan jaringan terdeteksi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Kabel terlepas,"Saat perangkat tersambung, muncul Kabel terlepas sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Kegagalan DHCP,"Selama bekerja, pengguna menemui Kegagalan DHCP dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Kegagalan koneksi VPN,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Kegagalan koneksi VPN dan proses tidak dapat diselesaikan."
Jaringan,Kegagalan port switch,Pengguna mengalami Kegagalan port switch; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Kehilangan paket terdeteksi,Pengguna melaporkan Kehilangan paket terdeteksi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Kekuatan sinyal lemah,Pengguna mengalami gangguan berupa Kekuatan sinyal lemah; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Kesalahan NAT firewall,Pengguna melaporkan bahwa Kesalahan NAT firewall muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Kesalahan autentikasi proxy,Tiket dibuat karena Kesalahan autentikasi proxy terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Kesalahan konfigurasi BGP,Kendala Kesalahan konfigurasi BGP terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Kesalahan konfigurasi server proxy,Permintaan dukungan dibuat setelah Kesalahan konfigurasi server proxy menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Kesalahan mode bridge,"Saat perangkat tersambung, muncul Kesalahan mode bridge sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Koneksi nirkabel tidak stabil,"Selama bekerja, pengguna menemui Koneksi nirkabel tidak stabil dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Konflik ARP,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Konflik ARP dan proses tidak dapat diselesaikan."
Jaringan,Konflik IP,Pengguna mengalami Konflik IP; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Layanan cloud tidak dapat dijangkau,Pengguna melaporkan Layanan cloud tidak dapat dijangkau; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Load balancer salah konfigurasi,Pengguna mengalami gangguan berupa Load balancer salah konfigurasi; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,Lonjakan latensi,Pengguna melaporkan bahwa Lonjakan latensi muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Loop routing,Tiket dibuat karena Loop routing terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Masalah captive portal,Kendala Masalah captive portal terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Masalah konektivitas Wi-Fi,Permintaan dukungan dibuat setelah Masalah konektivitas Wi-Fi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Masalah resolusi DNS,"Saat perangkat tersambung, muncul Masalah resolusi DNS sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Panggilan VoIP terputus,"Selama bekerja, pengguna menemui Panggilan VoIP terputus dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Port Ethernet dinonaktifkan,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Port Ethernet dinonaktifkan dan proses tidak dapat diselesaikan."
Jaringan,Port diblokir,Pengguna mengalami Port diblokir; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,QoS salah konfigurasi,Pengguna melaporkan QoS salah konfigurasi; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Jaringan,Router perlu di-reboot,Pengguna mengalami gangguan berupa Router perlu di-reboot; konektivitas tetap bermasalah setelah perangkat mencoba tersambung kembali.
Jaringan,SSID tidak terlihat,Pengguna melaporkan bahwa SSID tidak terlihat muncul berulang dan menghambat penggunaan layanan yang bergantung pada koneksi.
Jaringan,Sertifikat VPN kedaluwarsa,Tiket dibuat karena Sertifikat VPN kedaluwarsa terjadi ketika pengguna mencoba mengakses layanan melalui koneksi yang tersedia.
Jaringan,Switch terlalu panas,Kendala Switch terlalu panas terdeteksi pada saat perangkat digunakan untuk terhubung ke layanan perusahaan.
Jaringan,Access point salah konfigurasi,Permintaan dukungan dibuat setelah Access point salah konfigurasi menyebabkan komunikasi antarperangkat atau layanan tidak berjalan seperti biasa.
Jaringan,Access point tidak aktif,"Saat perangkat tersambung, muncul Access point tidak aktif sehingga komunikasi ke layanan internal tidak berjalan normal."
Jaringan,Bandwidth terlampaui,"Selama bekerja, pengguna menemui Bandwidth terlampaui dan akses ke sumber daya daring menjadi lambat atau terputus."
Jaringan,Batas waktu gateway habis,"Saat membuka layanan yang membutuhkan koneksi, pengguna mendapati Batas waktu gateway habis dan proses tidak dapat diselesaikan."
Jaringan,Broadcast storm,Pengguna mengalami Broadcast storm; koneksi ke layanan yang diperlukan menjadi tidak stabil selama aktivitas kerja.
Jaringan,Firewall memblokir akses,Pengguna melaporkan Firewall memblokir akses; sambungan sempat pulih setelah dicoba ulang tetapi gangguan kembali terjadi.
Keamanan,ARP spoofing mencurigakan,Sistem mendeteksi indikasi ARP spoofing mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Akses USB tidak sah,Tiket dibuat karena ditemukan Akses USB tidak sah pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Aktivitas VM mencurigakan,Kejadian Aktivitas VM mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Aktivitas administrator mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Aktivitas administrator mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Aktivitas botnet,Peringatan tercatat setelah teridentifikasi Aktivitas botnet; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Aktivitas container mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Aktivitas container mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Aktivitas hypervisor mencurigakan,Indikasi Aktivitas hypervisor mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Aktivitas kernel mencurigakan,Pengguna melaporkan adanya Aktivitas kernel mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Aktivitas mencurigakan terdeteksi,"Saat pemantauan berlangsung, sistem menemukan Aktivitas mencurigakan terdeteksi; sumber aktivitas belum dapat dipastikan."
Keamanan,Aktivitas orang dalam mencurigakan,Sistem memberikan peringatan terkait Aktivitas orang dalam mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Backdoor mencurigakan terdeteksi,Sistem mendeteksi indikasi Backdoor mencurigakan terdeteksi; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Basis data terekspos,Tiket dibuat karena ditemukan Basis data terekspos pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Cross-site scripting terdeteksi,Kejadian Cross-site scripting terdeteksi terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,DNS poisoning mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat DNS poisoning mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Dump memori mencurigakan,Peringatan tercatat setelah teridentifikasi Dump memori mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Eksekusi proses mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Eksekusi proses mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Eksfiltrasi data mencurigakan terdeteksi,Indikasi Eksfiltrasi data mencurigakan terdeteksi muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Eksploit zero-day,Pengguna melaporkan adanya Eksploit zero-day; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Endpoint tidak memenuhi kepatuhan,"Saat pemantauan berlangsung, sistem menemukan Endpoint tidak memenuhi kepatuhan; sumber aktivitas belum dapat dipastikan."
Keamanan,IP spoofing mencurigakan,Sistem memberikan peringatan terkait IP spoofing mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Infeksi ransomware,Sistem mendeteksi indikasi Infeksi ransomware; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Infeksi spyware,Tiket dibuat karena ditemukan Infeksi spyware pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Injeksi DLL mencurigakan,Kejadian Injeksi DLL mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Injeksi paket mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Injeksi paket mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Insiden kebocoran data,Peringatan tercatat setelah teridentifikasi Insiden kebocoran data; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Instalasi driver mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Instalasi driver mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Kata sandi lemah terdeteksi,Indikasi Kata sandi lemah terdeteksi muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Kerentanan yang belum ditambal,Pengguna melaporkan adanya Kerentanan yang belum ditambal; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Kesalahan konfigurasi cloud,"Saat pemantauan berlangsung, sistem menemukan Kesalahan konfigurasi cloud; sumber aktivitas belum dapat dipastikan."
Keamanan,Keylogger terdeteksi,Sistem memberikan peringatan terkait Keylogger terdeteksi; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Kompromi kontraktor mencurigakan,Sistem mendeteksi indikasi Kompromi kontraktor mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Kompromi mitra mencurigakan,Tiket dibuat karena ditemukan Kompromi mitra mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Kompromi pihak ketiga mencurigakan,Kejadian Kompromi pihak ketiga mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Kompromi vendor mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Kompromi vendor mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Kredensial telah dikompromikan,Peringatan tercatat setelah teridentifikasi Kredensial telah dikompromikan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Lalu lintas beaconing mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Lalu lintas beaconing mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Lalu lintas keluar mencurigakan,Indikasi Lalu lintas keluar mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Lampiran email mencurigakan,Pengguna melaporkan adanya Lampiran email mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Login SaaS mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Login SaaS mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Login cloud mencurigakan,Sistem memberikan peringatan terkait Login cloud mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Lokasi login mencurigakan,Sistem mendeteksi indikasi Lokasi login mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,MAC spoofing mencurigakan,Tiket dibuat karena ditemukan MAC spoofing mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Makro berbahaya terdeteksi,Kejadian Makro berbahaya terdeteksi terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Manipulasi log audit mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Manipulasi log audit mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Patch keamanan tidak tersedia,Peringatan tercatat setelah teridentifikasi Patch keamanan tidak tersedia; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Pelanggaran CIS mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Pelanggaran CIS mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Pelanggaran GDPR mencurigakan,Indikasi Pelanggaran GDPR mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Pelanggaran HIPAA mencurigakan,Pengguna melaporkan adanya Pelanggaran HIPAA mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Pelanggaran ISO mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Pelanggaran ISO mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Pelanggaran NIST mencurigakan,Sistem memberikan peringatan terkait Pelanggaran NIST mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Pelanggaran PCI mencurigakan,Sistem mendeteksi indikasi Pelanggaran PCI mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Pelanggaran SOX mencurigakan,Tiket dibuat karena ditemukan Pelanggaran SOX mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Pelanggaran kebijakan khusus mencurigakan,Kejadian Pelanggaran kebijakan khusus mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Pelanggaran kebijakan mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Pelanggaran kebijakan mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Pelanggaran kepatuhan mencurigakan,Peringatan tercatat setelah teridentifikasi Pelanggaran kepatuhan mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Pemalsuan email terdeteksi,Pengguna meminta pemeriksaan setelah muncul indikasi Pemalsuan email terdeteksi yang tidak dikenali sebagai aktivitas normal.
Keamanan,Pemanggilan API tidak sah,Indikasi Pemanggilan API tidak sah muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Pembajakan DNS mencurigakan,Pengguna melaporkan adanya Pembajakan DNS mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Pembajakan sesi mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Pembajakan sesi mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Pemindaian jaringan mencurigakan,Sistem memberikan peringatan terkait Pemindaian jaringan mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Pencurian cookie mencurigakan,Sistem mendeteksi indikasi Pencurian cookie mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Penggunaan token API mencurigakan,Tiket dibuat karena ditemukan Penggunaan token API mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Penggunaan token JWT mencurigakan,Kejadian Penggunaan token JWT mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Penggunaan token OAuth mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Penggunaan token OAuth mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Penyalahgunaan hak akses mencurigakan,Peringatan tercatat setelah teridentifikasi Penyalahgunaan hak akses mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Perangkat USB diblokir,Pengguna meminta pemeriksaan setelah muncul indikasi Perangkat USB diblokir yang tidak dikenali sebagai aktivitas normal.
Keamanan,Percobaan SQL injection,Indikasi Percobaan SQL injection muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Percobaan akses tidak sah,Pengguna melaporkan adanya Percobaan akses tidak sah; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Percobaan eskalasi hak akses,"Saat pemantauan berlangsung, sistem menemukan Percobaan eskalasi hak akses; sumber aktivitas belum dapat dipastikan."
Keamanan,Percobaan login brute force,Sistem memberikan peringatan terkait Percobaan login brute force; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Percobaan phishing dilaporkan,Sistem mendeteksi indikasi Percobaan phishing dilaporkan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Peringatan ICS mencurigakan,Tiket dibuat karena ditemukan Peringatan ICS mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Peringatan SCADA mencurigakan,Kejadian Peringatan SCADA mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Peringatan SIEM mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Peringatan SIEM mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Peringatan SOC mencurigakan,Peringatan tercatat setelah teridentifikasi Peringatan SOC mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Peringatan endpoint mencurigakan,Pengguna meminta pemeriksaan setelah muncul indikasi Peringatan endpoint mencurigakan yang tidak dikenali sebagai aktivitas normal.
Keamanan,Peringatan intrusi firewall,Indikasi Peringatan intrusi firewall muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Peringatan malware,Pengguna melaporkan adanya Peringatan malware; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Peringatan perangkat IoT mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Peringatan perangkat IoT mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Peringatan perangkat OT mencurigakan,Sistem memberikan peringatan terkait Peringatan perangkat OT mencurigakan; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Peringatan perangkat seluler mencurigakan,Sistem mendeteksi indikasi Peringatan perangkat seluler mencurigakan; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Perubahan registry mencurigakan,Tiket dibuat karena ditemukan Perubahan registry mencurigakan pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Port knocking mencurigakan,Kejadian Port knocking mencurigakan terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,RAT mencurigakan terdeteksi,Permintaan dukungan dibuat setelah sistem mencatat RAT mencurigakan terdeteksi; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Rootkit ditemukan,Peringatan tercatat setelah teridentifikasi Rootkit ditemukan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Serangan DDoS terdeteksi,Pengguna meminta pemeriksaan setelah muncul indikasi Serangan DDoS terdeteksi yang tidak dikenali sebagai aktivitas normal.
Keamanan,Serangan man-in-the-middle mencurigakan,Indikasi Serangan man-in-the-middle mencurigakan muncul pada saat layanan digunakan dan belum diketahui apakah aktivitas tersebut berasal dari proses yang sah.
Keamanan,Serangan rantai pasok mencurigakan,Pengguna melaporkan adanya Serangan rantai pasok mencurigakan; kejadian muncul tanpa tindakan yang disengaja dan membutuhkan pemeriksaan lebih lanjut.
Keamanan,Serangan replay mencurigakan,"Saat pemantauan berlangsung, sistem menemukan Serangan replay mencurigakan; sumber aktivitas belum dapat dipastikan."
Keamanan,Sertifikat kedaluwarsa,Sistem memberikan peringatan terkait Sertifikat kedaluwarsa; aktivitas tersebut perlu diperiksa sebelum pengguna melanjutkan pekerjaan.
Keamanan,Server C2 mencurigakan terdeteksi,Sistem mendeteksi indikasi Server C2 mencurigakan terdeteksi; aktivitas tersebut berbeda dari pola penggunaan normal dan perlu diverifikasi.
Keamanan,Shadow IT mencurigakan terdeteksi,Tiket dibuat karena ditemukan Shadow IT mencurigakan terdeteksi pada lingkungan pengguna dan kejadian tersebut perlu dianalisis lebih lanjut.
Keamanan,Situs phishing diblokir,Kejadian Situs phishing diblokir terdeteksi pada sistem; diperlukan validasi untuk memastikan tidak ada aktivitas yang tidak sah.
Keamanan,Skrip PowerShell mencurigakan,Permintaan dukungan dibuat setelah sistem mencatat Skrip PowerShell mencurigakan; tim terkait perlu melakukan verifikasi terhadap kejadian tersebut.
Keamanan,Startup layanan mencurigakan,Peringatan tercatat setelah teridentifikasi Startup layanan mencurigakan; aktivitas terkait perlu ditinjau sebelum dinyatakan aman.
Keamanan,Trojan terdeteksi,Pengguna meminta pemeriksaan setelah muncul indikasi Trojan terdeteksi yang tidak dikenali sebagai aktivitas normal.
